data_type,material_type,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year
Pounds of Materials Used,Grain Products,2013,7,Malt and malt products,367999200,365453746,2408459032,2489932460
Pounds of Materials Used,Grain Products,2013,7,Corn and corn products,49297406,62909656,346874173,437306476
Pounds of Materials Used,Grain Products,2013,7,Rice and rice products,76426446,60381622,457840860,416389034
Pounds of Materials Used,Grain Products,2013,7,Barley and barley products,9479272,9618491,78446792,71375423
Pounds of Materials Used,Grain Products,2013,7,Wheat and wheat products,2159949,2062727,18630593,14982861
Pounds of Materials Used,Total Grain products,2013,7,Total Grain products,505362273,500426242,3310251450,3429986254
Pounds of Materials Used,Non-Grain Products,2013,7,Sugar and syrups,89540845,92544473,595308571,556786019
Pounds of Materials Used,Non-Grain Products,2013,7,Hops (dry),11044977,12218257,71895795,70718223
Pounds of Materials Used,Non-Grain Products,2013,7,Hops (used as extracts),345552,393114,2330937,2543061
Pounds of Materials Used,Non-Grain Products,2013,7,Other,13505472,10561030,85399277,70042991
Pounds of Materials Used,Total Non-Grain products,2013,7,Total Non-Grain products,114436846,115716874,754934580,700090294
Pounds of Materials Used,Total Used,2013,7,Total Used,619799119,616143116,4065186030,4130076548
Pounds of Materials Used,Grain Products,2013,8,Malt and malt products,339968116,363026092,2748512374,2852958552
Pounds of Materials Used,Grain Products,2013,8,Corn and corn products,50568490,53320491,397442663,490626967
Pounds of Materials Used,Grain Products,2013,8,Rice and rice products,66799703,65214228,524640563,481603262
Pounds of Materials Used,Grain Products,2013,8,Barley and barley products,10069803,8648582,88589643,80024005
Pounds of Materials Used,Grain Products,2013,8,Wheat and wheat products,1940771,2305077,20572464,17287938
Pounds of Materials Used,Total Grain products,2013,8,Total Grain products,469346883,492514470,3779757707,3922500724
Pounds of Materials Used,Non-Grain Products,2013,8,Sugar and syrups,79896297,77157136,675204944,633943155
Pounds of Materials Used,Non-Grain Products,2013,8,Hops (dry),1670049,10385936,73568514,81104159
Pounds of Materials Used,Non-Grain Products,2013,8,Hops (used as extracts),324649,470391,2655590,3013452
Pounds of Materials Used,Non-Grain Products,2013,8,Other,13373297,10627949,98772814,80670940
Pounds of Materials Used,Total Non-Grain products,2013,8,Total Non-Grain products,95264292,98641412,850201862,798731706
Pounds of Materials Used,Total Used,2013,8,Total Used,564611175,591155882,4629959569,4721232430
Pounds of Materials Used,Grain Products,2013,9,Malt and malt products,303711377,340132804,3054364684,3192655606
Pounds of Materials Used,Grain Products,2013,9,Corn and corn products,51834721,50321940,449278053,540948907
Pounds of Materials Used,Grain Products,2013,9,Rice and rice products,53400257,62349936,578040830,543956009
Pounds of Materials Used,Grain Products,2013,9,Barley and barley products,19626718,18714638,109001857,98791323
Pounds of Materials Used,Grain Products,2013,9,Wheat and wheat products,2861762,2834683,23549131,20122621
Pounds of Materials Used,Total Grain products,2013,9,Total Grain products,431434835,474354001,4214234555,4396474466
Pounds of Materials Used,Non-Grain Products,2013,9,Sugar and syrups,62065299,65309278,738123009,699254333
Pounds of Materials Used,Non-Grain Products,2013,9,Hops (dry),2339398,10275173,75948139,91381344
Pounds of Materials Used,Non-Grain Products,2013,9,Hops (used as extracts),310392,301054,2966019,3314506
Pounds of Materials Used,Non-Grain Products,2013,9,Other,12336644,11343170,110348504,92014110
Pounds of Materials Used,Total Non-Grain products,2013,9,Total Non-Grain products,77051733,87228675,927385671,885964293
Pounds of Materials Used,Total Used,2013,9,Total Used,508486568,561582676,5141620226,5282438759
Pounds of Materials Used,Grain Products,2013,10,Malt and malt products,321371392,322106596,3378984706,3514870999
Pounds of Materials Used,Grain Products,2013,10,Corn and corn products,53528251,50852126,502810079,591801033
Pounds of Materials Used,Grain Products,2013,10,Rice and rice products,54082902,59886704,632126140,603842713
Pounds of Materials Used,Grain Products,2013,10,Barley and barley products,10271881,9689002,120056914,109525560
Pounds of Materials Used,Grain Products,2013,10,Wheat and wheat products,1915107,1788100,25599420,21936476
Pounds of Materials Used,Total Grain products,2013,10,Total Grain products,441169533,444322528,4659577259,4841976781
Pounds of Materials Used,Non-Grain Products,2013,10,Sugar and syrups,66002563,70186429,804207430,769441871
Pounds of Materials Used,Non-Grain Products,2013,10,Hops (dry),1681113,9516910,77886052,100914245
Pounds of Materials Used,Non-Grain Products,2013,10,Hops (used as extracts),325023,309173,3291167,3623679
Pounds of Materials Used,Non-Grain Products,2013,10,Other,11808695,10280000,122330717,102300160
Pounds of Materials Used,Total Non-Grain products,2013,10,Total Non-Grain products,79817394,90292512,1007715366,976279955
Pounds of Materials Used,Total Used,2013,10,Total Used,520986927,534615040,5667292625,5818256736
Pounds of Materials Used,Grain Products,2013,11,Malt and malt products,275715285,296562303,3659909420,3812173262
Pounds of Materials Used,Grain Products,2013,11,Corn and corn products,41543251,44982069,544355266,636783102
Pounds of Materials Used,Grain Products,2013,11,Rice and rice products,44402687,61083530,676530004,664926243
Pounds of Materials Used,Grain Products,2013,11,Barley and barley products,7902110,7856399,128378617,117505762
Pounds of Materials Used,Grain Products,2013,11,Wheat and wheat products,1331387,1745472,27021360,23694250
Pounds of Materials Used,Total Grain products,2013,11,Total Grain products,370894720,412229773,5036194667,5255082619
Pounds of Materials Used,Non-Grain Products,2013,11,Sugar and syrups,58514321,64916838,862737634,834366327
Pounds of Materials Used,Non-Grain Products,2013,11,Hops (dry),1440544,10638921,79484744,111569108
Pounds of Materials Used,Non-Grain Products,2013,11,Hops (used as extracts),282732,303293,3573899,3927082
Pounds of Materials Used,Non-Grain Products,2013,11,Other,11793486,9686138,134153180,111986298
Pounds of Materials Used,Total Non-Grain products,2013,11,Total Non-Grain products,72031083,85545190,1079949457,1061848815
Pounds of Materials Used,Total Used,2013,11,Total Used,442925803,497774963,6116144124,6316931434
Pounds of Materials Used,Grain Products,2013,12,Malt and malt products,294248188,304550475,3955223955,4116730037
Pounds of Materials Used,Grain Products,2013,12,Corn and corn products,48242094,43813833,592598072,680596935
Pounds of Materials Used,Grain Products,2013,12,Rice and rice products,47832575,51999232,724365175,716927663
Pounds of Materials Used,Grain Products,2013,12,Barley and barley products,19579344,18068006,153349946,135573728
Pounds of Materials Used,Grain Products,2013,12,Wheat and wheat products,2311377,2110474,29853282,25809942
Pounds of Materials Used,Total Grain products,2013,12,Total Grain products,412213578,420542020,5455390430,5675638305
Pounds of Materials Used,Non-Grain Products,2013,12,Sugar and syrups,61764460,59685172,924712042,894052849
Pounds of Materials Used,Non-Grain Products,2013,12,Hops (dry),2129685,7980386,81827074,119551476
Pounds of Materials Used,Non-Grain Products,2013,12,Hops (used as extracts),312373,388398,3887149,4431335
Pounds of Materials Used,Non-Grain Products,2013,12,Other,12527321,9607217,147200976,121593615
Pounds of Materials Used,Total Non-Grain products,2013,12,Total Non-Grain products,76733839,77661173,1157627241,1139629275
Pounds of Materials Used,Total Used,2013,12,Total Used,488947417,498203193,6613017671,6815267580
Pounds of Materials Used,Grain Products,2014,1,Malt and malt products,315728713,327069448,315728713,327069448
Pounds of Materials Used,Grain Products,2014,1,Corn and corn products,60186876,50616106,60186876,50616106
Pounds of Materials Used,Grain Products,2014,1,Rice and rice products,52099471,62177066,52099471,62177066
Pounds of Materials Used,Grain Products,2014,1,Barley and barley products,8185386,8196315,8185386,8196315
Pounds of Materials Used,Grain Products,2014,1,Wheat and wheat products,1372263,1544976,1372263,1544976
Pounds of Materials Used,Total Grain products,2014,1,Total Grain products,437572709,449603911,437572709,449603911
Pounds of Materials Used,Non-Grain Products,2014,1,Sugar and syrups,72039259,72879470,72039259,72879470
Pounds of Materials Used,Non-Grain Products,2014,1,Hops (dry),1890937,9187873,1890937,9187873
Pounds of Materials Used,Non-Grain Products,2014,1,Hops (used as extracts),298281,323622,298281,323622
Pounds of Materials Used,Non-Grain Products,2014,1,Other,10970144,10673892,10970144,10673892
Pounds of Materials Used,Total Non-Grain products,2014,1,Total Non-Grain products,85198621,93064857,85198621,93064857
Pounds of Materials Used,Total Used,2014,1,Total Used,522771330,542668768,522771330,542668768
Pounds of Materials Used,Grain Products,2014,2,Malt and malt products,293750079,312151626,609795673,639221074
Pounds of Materials Used,Grain Products,2014,2,Corn and corn products,49718568,46512356,109905444,97128462
Pounds of Materials Used,Grain Products,2014,2,Rice and rice products,48969378,62159433,101068849,124336499
Pounds of Materials Used,Grain Products,2014,2,Barley and barley products,8893650,7575271,17121586,15771586
Pounds of Materials Used,Grain Products,2014,2,Wheat and wheat products,2120033,1862221,3506618,3407197
Pounds of Materials Used,Total Grain products,2014,2,Total Grain products,403451708,430260907,841398170,879864818
Pounds of Materials Used,Non-Grain Products,2014,2,Sugar and syrups,74414600,71270638,146457659,144150108
Pounds of Materials Used,Non-Grain Products,2014,2,Hops (dry),1733845,9480187,3631050,18669729
Pounds of Materials Used,Non-Grain Products,2014,2,Hops (used as extracts),298524,324711,596805,648443
Pounds of Materials Used,Non-Grain Products,2014,2,Other,11645142,9280218,22615352,19954110
Pounds of Materials Used,Total Non-Grain products,2014,2,Total Non-Grain products,88092111,90355754,173300866,183422390
Pounds of Materials Used,Total Used,2014,2,Total Used,491543819,520616661,1014699036,1063287208
Pounds of Materials Used,Grain Products,2014,3,Malt and malt products,335350528,343473172,945861951,970896568
Pounds of Materials Used,Grain Products,2014,3,Corn and corn products,53923554,47317645,163828998,144446107
Pounds of Materials Used,Grain Products,2014,3,Rice and rice products,48705125,62869257,150113227,187208379
Pounds of Materials Used,Grain Products,2014,3,Barley and barley products,20694786,17815158,38581325,33586744
Pounds of Materials Used,Grain Products,2014,3,Wheat and wheat products,3621626,3100690,7152963,6507887
Pounds of Materials Used,Total Grain products,2014,3,Total Grain products,462295619,474575922,1305538464,1342645685
Pounds of Materials Used,Non-Grain Products,2014,3,Sugar and syrups,86871712,85795386,233356445,229948594
Pounds of Materials Used,Non-Grain Products,2014,3,Hops (dry),3719722,9899412,7371739,28578312
Pounds of Materials Used,Non-Grain Products,2014,3,Hops (used as extracts),351254,382793,948662,1031236
Pounds of Materials Used,Non-Grain Products,2014,3,Other,13362414,14019036,36011262,33978578
Pounds of Materials Used,Total Non-Grain products,2014,3,Total Non-Grain products,104305102,110096627,277688108,293536720
Pounds of Materials Used,Total Used,2014,3,Total Used,566600721,584672549,1583226572,1636182405
Pounds of Materials Used,Grain Products,2014,4,Malt and malt products,314317091,328618388,1260785227,1299523432
Pounds of Materials Used,Grain Products,2014,4,Corn and corn products,51063013,46416330,214892481,190862437
Pounds of Materials Used,Grain Products,2014,4,Rice and rice products,55893495,63585513,206019909,250793892
Pounds of Materials Used,Grain Products,2014,4,Barley and barley products,10091164,8414646,49985672,42001765
Pounds of Materials Used,Grain Products,2014,4,Wheat and wheat products,2547858,2348704,9720106,8857344
Pounds of Materials Used,Total Grain products,2014,4,Total Grain products,433912621,449383581,1741403395,1792038870
Pounds of Materials Used,Non-Grain Products,2014,4,Sugar and syrups,83132566,92283590,316491705,322232184
Pounds of Materials Used,Non-Grain Products,2014,4,Hops (dry),2167689,9833771,9588084,38412544
Pounds of Materials Used,Non-Grain Products,2014,4,Hops (used as extracts),321444,302727,1270106,1333963
Pounds of Materials Used,Non-Grain Products,2014,4,Other,13188832,11932156,49303125,45934572
Pounds of Materials Used,Total Non-Grain products,2014,4,Total Non-Grain products,98810531,114352244,376653020,407913263
Pounds of Materials Used,Total Used,2014,4,Total Used,532723152,563735825,2118056415,2199952133
Pounds of Materials Used,Grain Products,2014,5,Malt and malt products,332831907,354357234,1589521043,1653880666
Pounds of Materials Used,Grain Products,2014,5,Corn and corn products,59741914,53185970,274634445,244048407
Pounds of Materials Used,Grain Products,2014,5,Rice and rice products,59209512,66094607,265229434,316888499
Pounds of Materials Used,Grain Products,2014,5,Barley and barley products,11263219,9376068,61298879,51402085
Pounds of Materials Used,Grain Products,2014,5,Wheat and wheat products,3267690,4812341,13014583,13673463
Pounds of Materials Used,Total Grain products,2014,5,Total Grain products,466314242,487826220,2203698384,2279893120
Pounds of Materials Used,Non-Grain Products,2014,5,Sugar and syrups,81403402,96974214,397893884,419206398
Pounds of Materials Used,Non-Grain Products,2014,5,Hops (dry),2173226,10312982,11787675,48725979
Pounds of Materials Used,Non-Grain Products,2014,5,Hops (used as extracts),345805,323335,1615913,1657298
Pounds of Materials Used,Non-Grain Products,2014,5,Other,15253410,11739485,64563566,57674057
Pounds of Materials Used,Total Non-Grain products,2014,5,Total Non-Grain products,99175843,119350016,475861038,527263732
Pounds of Materials Used,Total Used,2014,5,Total Used,565490085,607176236,2679559422,2807156852
Pounds of Materials Used,Grain Products,2014,6,Malt and malt products,382399712,375886808,1973260240,2029825018
Pounds of Materials Used,Grain Products,2014,6,Corn and corn products,59290119,53531753,333925094,297580160
Pounds of Materials Used,Grain Products,2014,6,Rice and rice products,47368927,64525428,312600961,381416558
Pounds of Materials Used,Grain Products,2014,6,Barley and barley products,23906204,22149035,85519096,73551120
Pounds of Materials Used,Grain Products,2014,6,Wheat and wheat products,4273103,3448969,17324857,17122432
Pounds of Materials Used,Total Grain products,2014,6,Total Grain products,517238065,519541993,2722630248,2799495288
Pounds of Materials Used,Non-Grain Products,2014,6,Sugar and syrups,78715950,87561138,476568634,506767536
Pounds of Materials Used,Non-Grain Products,2014,6,Hops (dry),2894437,12674247,14757533,61421591
Pounds of Materials Used,Non-Grain Products,2014,6,Hops (used as extracts),403502,339972,2019639,1997270
Pounds of Materials Used,Non-Grain Products,2014,6,Other,32242095,13946787,97712523,72053356
Pounds of Materials Used,Total Non-Grain products,2014,6,Total Non-Grain products,114255984,114522144,591058329,642239753
Pounds of Materials Used,Total Used,2014,6,Total Used,631494049,634064137,3313688577,3441735041
Pounds of Materials Used,Grain Products,2014,7,Malt and malt products,370565836,360125547,2345448196,2389952141
Pounds of Materials Used,Grain Products,2014,7,Corn and corn products,47760795,49297406,381693740,346877566
Pounds of Materials Used,Grain Products,2014,7,Rice and rice products,64828200,76426446,377429201,457843004
Pounds of Materials Used,Grain Products,2014,7,Barley and barley products,11164504,9277184,97164326,82828304
Pounds of Materials Used,Grain Products,2014,7,Wheat and wheat products,4202335,2203886,21578384,19326318
Pounds of Materials Used,Total Grain products,2014,7,Total Grain products,498521670,497330469,3223313847,3296827333
Pounds of Materials Used,Non-Grain Products,2014,7,Sugar and syrups,79758226,89551409,556332616,596318945
Pounds of Materials Used,Non-Grain Products,2014,7,Hops (dry),2423064,11087978,17214075,72510072
Pounds of Materials Used,Non-Grain Products,2014,7,Hops (used as extracts),339167,345771,2358813,2343051
Pounds of Materials Used,Non-Grain Products,2014,7,Other,25013032,13661124,122889450,85767618
Pounds of Materials Used,Total Non-Grain products,2014,7,Total Non-Grain products,107533489,114646282,698794954,756939686
Pounds of Materials Used,Total Used,2014,7,Total Used,606055159,611976751,3922108801,4053767019
Pounds of Materials Used,Grain Products,2014,8,Malt and malt products,342497886,341606073,2691379668,2731783081
Pounds of Materials Used,Grain Products,2014,8,Corn and corn products,49539298,50568490,431234151,397446056
Pounds of Materials Used,Grain Products,2014,8,Rice and rice products,58158328,66799703,435587566,524642707
Pounds of Materials Used,Grain Products,2014,8,Barley and barley products,10774103,10126876,108299529,93205938
Pounds of Materials Used,Grain Products,2014,8,Wheat and wheat products,3109619,1983239,24757303,21316066
Pounds of Materials Used,Total Grain products,2014,8,Total Grain products,464079234,471084381,3691258217,3768393848
Pounds of Materials Used,Non-Grain Products,2014,8,Sugar and syrups,84424807,79941067,640864844,676260012
Pounds of Materials Used,Non-Grain Products,2014,8,Hops (dry),1835895,1714203,19122021,74232189
Pounds of Materials Used,Non-Grain Products,2014,8,Hops (used as extracts),312437,325156,2671251,2668207
Pounds of Materials Used,Non-Grain Products,2014,8,Other,13675594,13504877,136835221,99272495
Pounds of Materials Used,Total Non-Grain products,2014,8,Total Non-Grain products,100248733,95485303,799493337,852432903
Pounds of Materials Used,Total Used,2014,8,Total Used,564327967,566569684,4490751554,4620826751
Pounds of Materials Used,Grain Products,2014,9,Malt and malt products,346653525,307559729,3039062414,3039428187
Pounds of Materials Used,Grain Products,2014,9,Corn and corn products,46554596,51840823,477789335,449287004
Pounds of Materials Used,Grain Products,2014,9,Rice and rice products,56748056,53402214,492367977,578047618
Pounds of Materials Used,Grain Products,2014,9,Barley and barley products,25194159,23147906,134710257,116322421
Pounds of Materials Used,Grain Products,2014,9,Wheat and wheat products,3802119,3122565,28615449,24436890
Pounds of Materials Used,Total Grain products,2014,9,Total Grain products,478952455,439073237,4172545432,4207522120
Pounds of Materials Used,Non-Grain Products,2014,9,Sugar and syrups,71386473,62226609,712256043,738486191
Pounds of Materials Used,Non-Grain Products,2014,9,Hops (dry),4289504,2539867,23443946,76772419
Pounds of Materials Used,Non-Grain Products,2014,9,Hops (used as extracts),341156,313215,3012682,2981420
Pounds of Materials Used,Non-Grain Products,2014,9,Other,17318046,13103408,154189235,112375903
Pounds of Materials Used,Total Non-Grain products,2014,9,Total Non-Grain products,93335179,78183099,892901906,930615933
Pounds of Materials Used,Total Used,2014,9,Total Used,572287634,517256336,5065447338,5138138053
Pounds of Materials Used,Grain Products,2014,10,Malt and malt products,329412159,312261696,3370629014,3351689883
Pounds of Materials Used,Grain Products,2014,10,Corn and corn products,46194312,53528251,523987528,502815255
Pounds of Materials Used,Grain Products,2014,10,Rice and rice products,54599783,54082902,546973999,632130520
Pounds of Materials Used,Grain Products,2014,10,Barley and barley products,14289508,10645788,149588604,127062119
Pounds of Materials Used,Grain Products,2014,10,Wheat and wheat products,1872895,1931153,30532090,26370777
Pounds of Materials Used,Total Grain products,2014,10,Total Grain products,446368657,432449790,4621711235,4640068554
Pounds of Materials Used,Non-Grain Products,2014,10,Sugar and syrups,77825404,66040485,790120149,804526862
Pounds of Materials Used,Non-Grain Products,2014,10,Hops (dry),1899541,1707754,25414759,78481901
Pounds of Materials Used,Non-Grain Products,2014,10,Hops (used as extracts),334633,325324,3347317,3306744
Pounds of Materials Used,Non-Grain Products,2014,10,Other,13016053,12001888,167668703,124378782
Pounds of Materials Used,Total Non-Grain products,2014,10,Total Non-Grain products,93075631,80075451,986550928,1010694289
Pounds of Materials Used,Total Used,2014,10,Total Used,539444288,512525241,5608262163,5650762843
Pounds of Materials Used,Grain Products,2014,11,Malt and malt products,272737485,271089070,3641478336,3622812237
Pounds of Materials Used,Grain Products,2014,11,Corn and corn products,38032693,41886629,562018640,544701884
Pounds of Materials Used,Grain Products,2014,11,Rice and rice products,47373098,44402687,594337150,676533207
Pounds of Materials Used,Grain Products,2014,11,Barley and barley products,10643784,8365993,160765839,135687618
Pounds of Materials Used,Grain Products,2014,11,Wheat and wheat products,1345356,1494754,31911201,27882526
Pounds of Materials Used,Total Grain products,2014,11,Total Grain products,370132416,367239133,4990511166,5007617472
Pounds of Materials Used,Non-Grain Products,2014,11,Sugar and syrups,61665023,58751413,851790010,863280473
Pounds of Materials Used,Non-Grain Products,2014,11,Hops (dry),1492949,1482052,26905625,79970421
Pounds of Materials Used,Non-Grain Products,2014,11,Hops (used as extracts),262480,282855,3610248,3589599
Pounds of Materials Used,Non-Grain Products,2014,11,Other,13116911,11916608,180982725,136297370
Pounds of Materials Used,Total Non-Grain products,2014,11,Total Non-Grain products,76537363,72432928,1063288608,1083137863
Pounds of Materials Used,Total Used,2014,11,Total Used,446669779,439672061,6053799774,6090755335
Pounds of Materials Used,Grain Products,2014,12,Malt and malt products,153777615,293175220,3798221225,3915991903
Pounds of Materials Used,Grain Products,2014,12,Corn and corn products,30884481,48552945,592901569,593254604
Pounds of Materials Used,Grain Products,2014,12,Rice and rice products,44864070,47832369,639204402,724368200
Pounds of Materials Used,Grain Products,2014,12,Barley and barley products,9077439,22171656,167310480,157842071
Pounds of Materials Used,Grain Products,2014,12,Wheat and wheat products,946014,2613276,32897320,30494295
Pounds of Materials Used,Total Grain products,2014,12,Total Grain products,239549619,414345466,5230534996,5421951073
Pounds of Materials Used,Non-Grain Products,2014,12,Sugar and syrups,11292897,62038185,863154300,925318166
Pounds of Materials Used,Non-Grain Products,2014,12,Hops (dry),284055954,2271667,310959703,82241820
Pounds of Materials Used,Non-Grain Products,2014,12,Hops (used as extracts),42981,312845,3653284,3902444
Pounds of Materials Used,Non-Grain Products,2014,12,Other,2442418,13132168,183516364,149429534
Pounds of Materials Used,Total Non-Grain products,2014,12,Total Non-Grain products,297834250,77754865,1361283651,1160891964
Pounds of Materials Used,Total Used,2014,12,Total Used,537383869,492100331,6591818647,6582843037
